RTO,OBV Fair Value,OBV good value,OBV verygood value,OBV Excellent Value,Health Score,URL
MH 04,"₹2,69,978 - ₹2,86,677
 Price range for this vehicle in Fair condition","₹2,76,900 - ₹2,94,028
 Price range for this vehicle in Good condition","₹2,83,823 - ₹3,01,379
 Price range for this vehicle in Very Good condition","₹2,90,745 - ₹3,08,729
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 12,"₹3,85,455 - ₹4,09,297
 Price range for this vehicle in Fair condition","₹3,95,338 - ₹4,19,792
 Price range for this vehicle in Good condition","₹4,05,222 - ₹4,30,287
 Price range for this vehicle in Very Good condition","₹4,15,104 - ₹4,40,781
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,62,694 - ₹4,91,314
 Price range for this vehicle in Fair condition","₹4,74,558 - ₹5,03,912
 Price range for this vehicle in Good condition","₹4,86,421 - ₹5,16,509
 Price range for this vehicle in Very Good condition","₹4,98,285 - ₹5,29,107
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹5,82,492 - ₹6,18,522
 Price range for this vehicle in Fair condition","₹5,97,428 - ₹6,34,382
 Price range for this vehicle in Good condition","₹6,12,364 - ₹6,50,242
 Price range for this vehicle in Very Good condition","₹6,27,299 - ₹6,66,101
 Price range for this vehicle in Excellent condition","3.2



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 46,"₹5,73,764 - ₹6,09,254
 Price range for this vehicle in Fair condition","₹5,88,476 - ₹6,24,877
 Price range for this vehicle in Good condition","₹6,03,188 - ₹6,40,498
 Price range for this vehicle in Very Good condition","₹6,17,900 - ₹6,56,120
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,33,258 - ₹5,66,243
 Price range for this vehicle in Fair condition","₹5,46,931 - ₹5,80,762
 Price range for this vehicle in Good condition","₹5,60,604 - ₹5,95,281
 Price range for this vehicle in Very Good condition","₹5,74,278 - ₹6,09,800
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹4,93,661 - ₹5,24,197
 Price range for this vehicle in Fair condition","₹5,06,319 - ₹5,37,638
 Price range for this vehicle in Good condition","₹5,18,977 - ₹5,51,079
 Price range for this vehicle in Very Good condition","₹5,31,635 - ₹5,64,520
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 06,"₹5,16,710 - ₹5,48,672
 Price range for this vehicle in Fair condition","₹5,29,960 - ₹5,62,741
 Price range for this vehicle in Good condition","₹5,43,209 - ₹5,76,809
 Price range for this vehicle in Very Good condition","₹5,56,457 - ₹5,90,877
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,03,212 - ₹2,15,782
 Price range for this vehicle in Fair condition","₹2,08,422 - ₹2,21,314
 Price range for this vehicle in Good condition","₹2,13,632 - ₹2,26,847
 Price range for this vehicle in Very Good condition","₹2,18,843 - ₹2,32,380
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,58,053 - ₹2,74,016
 Price range for this vehicle in Fair condition","₹2,64,670 - ₹2,81,042
 Price range for this vehicle in Good condition","₹2,71,287 - ₹2,88,068
 Price range for this vehicle in Very Good condition","₹2,77,904 - ₹2,95,094
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,82,303 - ₹5,12,136
 Price range for this vehicle in Fair condition","₹4,94,670 - ₹5,25,268
 Price range for this vehicle in Good condition","₹5,07,036 - ₹5,38,399
 Price range for this vehicle in Very Good condition","₹5,19,403 - ₹5,51,531
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹5,80,947 - ₹6,16,882
 Price range for this vehicle in Fair condition","₹5,95,843 - ₹6,32,700
 Price range for this vehicle in Good condition","₹6,10,740 - ₹6,48,517
 Price range for this vehicle in Very Good condition","₹6,25,635 - ₹6,64,335
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹1,52,233 - ₹1,61,650
 Price range for this vehicle in Fair condition","₹1,56,137 - ₹1,65,795
 Price range for this vehicle in Good condition","₹1,60,040 - ₹1,69,940
 Price range for this vehicle in Very Good condition","₹1,63,944 - ₹1,74,085
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹3,13,737 - ₹3,33,143
 Price range for this vehicle in Fair condition","₹3,21,782 - ₹3,41,686
 Price range for this vehicle in Good condition","₹3,29,827 - ₹3,50,228
 Price range for this vehicle in Very Good condition","₹3,37,871 - ₹3,58,770
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,70,746 - ₹3,93,679
 Price range for this vehicle in Fair condition","₹3,80,252 - ₹4,03,773
 Price range for this vehicle in Good condition","₹3,89,758 - ₹4,13,867
 Price range for this vehicle in Very Good condition","₹3,99,265 - ₹4,23,962
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹3,68,033 - ₹3,90,797
 Price range for this vehicle in Fair condition","₹3,77,469 - ₹4,00,818
 Price range for this vehicle in Good condition","₹3,86,906 - ₹4,10,838
 Price range for this vehicle in Very Good condition","₹3,96,343 - ₹4,20,859
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 31,"₹4,32,844 - ₹4,59,618
 Price range for this vehicle in Fair condition","₹4,43,943 - ₹4,71,403
 Price range for this vehicle in Good condition","₹4,55,041 - ₹4,83,188
 Price range for this vehicle in Very Good condition","₹4,66,140 - ₹4,94,973
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹16,75,927 - ₹17,79,592
 Price range for this vehicle in Fair condition","₹17,18,899 - ₹18,25,223
 Price range for this vehicle in Good condition","₹17,61,872 - ₹18,70,853
 Price range for this vehicle in Very Good condition","₹18,04,844 - ₹19,16,484
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹6,73,216 - ₹7,14,859
 Price range for this vehicle in Fair condition","₹6,90,478 - ₹7,33,188
 Price range for this vehicle in Good condition","₹7,07,740 - ₹7,51,518
 Price range for this vehicle in Very Good condition","₹7,25,002 - ₹7,69,848
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹1,22,301 - ₹1,29,866
 Price range for this vehicle in Fair condition","₹1,25,437 - ₹1,33,196
 Price range for this vehicle in Good condition","₹1,28,573 - ₹1,36,525
 Price range for this vehicle in Very Good condition","₹1,31,709 - ₹1,39,855
 Price range for this vehicle in Excellent condition","6



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 03,"₹2,54,769 - ₹2,70,527
 Price range for this vehicle in Fair condition","₹2,61,301 - ₹2,77,464
 Price range for this vehicle in Good condition","₹2,67,834 - ₹2,84,401
 Price range for this vehicle in Very Good condition","₹2,74,366 - ₹2,91,337
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,88,737 - ₹3,06,597
 Price range for this vehicle in Fair condition","₹2,96,140 - ₹3,14,458
 Price range for this vehicle in Good condition","₹3,03,544 - ₹3,22,319
 Price range for this vehicle in Very Good condition","₹3,10,947 - ₹3,30,181
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,51,831 - ₹2,67,408
 Price range for this vehicle in Fair condition","₹2,58,288 - ₹2,74,265
 Price range for this vehicle in Good condition","₹2,64,745 - ₹2,81,121
 Price range for this vehicle in Very Good condition","₹2,71,202 - ₹2,87,977
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹2,44,865 - ₹2,60,012
 Price range for this vehicle in Fair condition","₹2,51,144 - ₹2,66,679
 Price range for this vehicle in Good condition","₹2,57,423 - ₹2,73,346
 Price range for this vehicle in Very Good condition","₹2,63,701 - ₹2,80,013
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹3,18,335 - ₹3,38,026
 Price range for this vehicle in Fair condition","₹3,26,497 - ₹3,46,693
 Price range for this vehicle in Good condition","₹3,34,660 - ₹3,55,360
 Price range for this vehicle in Very Good condition","₹3,42,822 - ₹3,64,028
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 05,"₹3,06,324 - ₹3,25,272
 Price range for this vehicle in Fair condition","₹3,14,179 - ₹3,33,613
 Price range for this vehicle in Good condition","₹3,22,033 - ₹3,41,953
 Price range for this vehicle in Very Good condition","₹3,29,888 - ₹3,50,293
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹4,29,262 - ₹4,55,815
 Price range for this vehicle in Fair condition","₹4,40,269 - ₹4,67,502
 Price range for this vehicle in Good condition","₹4,51,276 - ₹4,79,190
 Price range for this vehicle in Very Good condition","₹4,62,283 - ₹4,90,878
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹5,67,073 - ₹6,02,150
 Price range for this vehicle in Fair condition","₹5,81,614 - ₹6,17,590
 Price range for this vehicle in Good condition","₹5,96,154 - ₹6,33,029
 Price range for this vehicle in Very Good condition","₹6,10,694 - ₹6,48,469
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,90,533 - ₹3,08,505
 Price range for this vehicle in Fair condition","₹2,97,984 - ₹3,16,415
 Price range for this vehicle in Good condition","₹3,05,433 - ₹3,24,326
 Price range for this vehicle in Very Good condition","₹3,12,883 - ₹3,32,236
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹6,88,163 - ₹7,30,729
 Price range for this vehicle in Fair condition","₹7,05,808 - ₹7,49,466
 Price range for this vehicle in Good condition","₹7,23,453 - ₹7,68,203
 Price range for this vehicle in Very Good condition","₹7,41,098 - ₹7,86,939
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹8,48,496 - ₹9,00,980
 Price range for this vehicle in Fair condition","₹8,70,252 - ₹9,24,082
 Price range for this vehicle in Good condition","₹8,92,008 - ₹9,47,184
 Price range for this vehicle in Very Good condition","₹9,13,765 - ₹9,70,286
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 02,"₹4,54,926 - ₹4,83,066
 Price range for this vehicle in Fair condition","₹4,66,590 - ₹4,95,451
 Price range for this vehicle in Good condition","₹4,78,255 - ₹5,07,838
 Price range for this vehicle in Very Good condition","₹4,89,920 - ₹5,20,225
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
GA 07,"₹2,84,487 - ₹3,02,084
 Price range for this vehicle in Fair condition","₹2,91,782 - ₹3,09,830
 Price range for this vehicle in Good condition","₹2,99,076 - ₹3,17,576
 Price range for this vehicle in Very Good condition","₹3,06,371 - ₹3,25,322
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 43,"₹2,35,803 - ₹2,50,389
 Price range for this vehicle in Fair condition","₹2,41,849 - ₹2,56,809
 Price range for this vehicle in Good condition","₹2,47,896 - ₹2,63,229
 Price range for this vehicle in Very Good condition","₹2,53,942 - ₹2,69,650
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,15,041 - ₹2,28,342
 Price range for this vehicle in Fair condition","₹2,20,554 - ₹2,34,197
 Price range for this vehicle in Good condition","₹2,26,069 - ₹2,40,052
 Price range for this vehicle in Very Good condition","₹2,31,583 - ₹2,45,907
 Price range for this vehicle in Excellent condition","4



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 01,"₹2,60,899 - ₹2,77,037
 Price range for this vehicle in Fair condition","₹2,67,589 - ₹2,84,140
 Price range for this vehicle in Good condition","₹2,74,279 - ₹2,91,244
 Price range for this vehicle in Very Good condition","₹2,80,968 - ₹2,98,347
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹2,58,928 - ₹2,74,944
 Price range for this vehicle in Fair condition","₹2,65,567 - ₹2,81,994
 Price range for this vehicle in Good condition","₹2,72,206 - ₹2,89,043
 Price range for this vehicle in Very Good condition","₹2,78,845 - ₹2,96,093
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
,,,,,,
MH 04,"₹4,63,699 - ₹4,92,382
 Price range for this vehicle in Fair condition","₹4,75,588 - ₹5,05,006
 Price range for this vehicle in Good condition","₹4,87,478 - ₹5,17,632
 Price range for this vehicle in Very Good condition","₹4,99,368 - ₹5,30,257
 Price range for this vehicle in Excellent condition","3.8



Health Score","OrderedDict([('\ufeffURL', 'https://droom.in/product/honda-brio-vx-mt-2013-60b4b6251d23b7f4048b46c5')])"
